story,url,read
機師考試小知識— 常用航空單位換算,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e5%b8%b8%e7%94%a8%e8%88%aa%e7%a9%ba%e5%96%ae%e4%bd%8d%e6%8f%9b%e7%ae%97/,False
機師考試必知— 機師失能怎麼辦？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e6%a9%9f%e5%b8%ab%e5%a4%b1%e8%83%bd%e6%80%8e%e9%ba%bc%e8%be%a6%ef%bc%9f/,False
機師考試心得— 為什麼要當民航機師？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97-%e7%82%ba%e4%bb%80%e9%ba%bc%e8%a6%81%e7%95%b6%e6%b0%91%e8%88%aa%e6%a9%9f%e5%b8%ab%ef%bc%9f/,False
機師考試心得— 如何投資半年爭取年薪300萬的工作？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97-%e5%a6%82%e4%bd%95%e6%8a%95%e8%b3%87%e5%8d%8a%e5%b9%b4%e7%88%ad%e5%8f%96%e5%b9%b4%e8%96%aa300%e8%90%ac%e7%9a%84%e5%b7%a5%e4%bd%9c/,False
機師考試小知識— 你知道空巴落地後會自動洩壓嗎？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e4%bd%a0%e7%9f%a5%e9%81%93%e7%a9%ba%e5%b7%b4%e8%90%bd%e5%9c%b0%e5%be%8c%e6%9c%83%e8%87%aa%e5%8b%95%e6%b4%a9%e5%a3%93%e5%97%8e/,False
機師考試必知— 飛模擬機時要看裡面還是外面？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e9%a3%9b%e6%a8%a1%e6%93%ac%e6%a9%9f%e6%99%82%e8%a6%81%e7%9c%8b%e8%a3%a1%e9%9d%a2%e9%82%84%e6%98%af%e5%a4%96%e9%9d%a2%ef%bc%9f/,False
機師考試趣聞— 桃機單跑道起降縮時留影,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e6%a1%83%e6%a9%9f%e5%96%ae%e8%b7%91%e9%81%93%e8%b5%b7%e9%99%8d%e7%b8%ae%e6%99%82%e7%95%99%e5%bd%b1/,False
機師考試小知識— Diamond 40,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-diamond-40/,False
機師考試小知識— 看過波音747掛載五顆引擎嗎?,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%9c%8b%e9%81%8e%e6%b3%a2%e9%9f%b3747%e6%8e%9b%e8%bc%89%e4%ba%94%e9%a1%86%e5%bc%95%e6%93%8e%e5%97%8e/,False
機師考試小知識— 淺談左偏趨向在螺旋槳教練機的效應,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e6%b7%ba%e8%ab%87%e5%b7%a6%e5%81%8f%e8%b6%a8%e5%90%91%e5%9c%a8%e8%9e%ba%e6%97%8b%e6%a7%b3%e6%95%99%e7%b7%b4%e6%a9%9f%e7%9a%84/,False
航空新聞— 復興航空澎湖空難事故調查報告,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%be%a9%e8%88%88%e8%88%aa%e7%a9%ba%e6%be%8e%e6%b9%96%e7%a9%ba%e9%9b%a3%e4%ba%8b%e6%95%85%e8%aa%bf%e6%9f%a5%e5%a0%b1%e5%91%8a/,False
機師考試小知識— 你聽過中文版的Live ATC嗎？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e4%bd%a0%e8%81%bd%e9%81%8e%e4%b8%ad%e6%96%87%e7%89%88%e7%9a%84live-atc%e5%97%8e%ef%bc%9f/,False
機師考試小知識— 飛機如何保護自己被雷擊？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e5%a6%82%e4%bd%95%e4%bf%9d%e8%ad%b7%e8%87%aa%e5%b7%b1%e8%a2%ab%e9%9b%b7%e6%93%8a%ef%bc%9f/,False
機師考試小知識— 飛機往東飛比往西快？？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e5%be%80%e6%9d%b1%e9%a3%9b%e6%af%94%e5%be%80%e8%a5%bf%e5%bf%ab%ef%bc%9f%ef%bc%9f/,False
機師考試小知識— ATC分享！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-atc%e5%88%86%e4%ba%ab%ef%bc%81/,False
機師考試小知識— ATC分享 2！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-atc%e5%88%86%e4%ba%ab-2%ef%bc%81/,False
機師考試小知識— ATC分享3！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-atc%e5%88%86%e4%ba%ab3%ef%bc%81/,False
航空新聞— 全國唯一懸吊飛機博物館,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%85%a8%e5%9c%8b%e5%94%af%e4%b8%80%e6%87%b8%e5%90%8a%e9%a3%9b%e6%a9%9f%e5%8d%9a%e7%89%a9%e9%a4%a8/,False
機師考試小知識— 飛行員的必要條件//警覺性,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e8%a1%8c%e5%93%a1%e7%9a%84%e5%bf%85%e8%a6%81%e6%a2%9d%e4%bb%b6-%e8%ad%a6%e8%a6%ba%e6%80%a7/,False
航空新聞— 空中大烏龍？虎航竟報長榮「MAYDAY」民航局也喊離奇,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e7%a9%ba%e4%b8%ad%e5%a4%a7%e7%83%8f%e9%be%8d%ef%bc%9f%e8%99%8e%e8%88%aa%e7%ab%9f%e5%a0%b1%e9%95%b7%e6%a6%ae%e3%80%8cmayday%e3%80%8d%e6%b0%91%e8%88%aa/,False
機師考試趣聞— 10個讓廉航崩潰的提問,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-10%e5%80%8b%e8%ae%93%e5%bb%89%e8%88%aa%e5%b4%a9%e6%bd%b0%e7%9a%84%e6%8f%90%e5%95%8f/,False
機師考試小知識— 飛機遇到微爆流該如何處理？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e9%81%87%e5%88%b0%e5%be%ae%e7%88%86%e6%b5%81%e8%a9%b2%e5%a6%82%e4%bd%95%e8%99%95%e7%90%86%ef%bc%9f/,False
機師考試必知— 飛機衝出跑道怎麼辦？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e9%a3%9b%e6%a9%9f%e8%a1%9d%e5%87%ba%e8%b7%91%e9%81%93%e6%80%8e%e9%ba%bc%e8%be%a6%ef%bc%9f/,False
機師考試必知— 認識飛行六大儀表Flight Instruments,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e8%aa%8d%e8%ad%98%e9%a3%9b%e8%a1%8c%e5%85%ad%e5%a4%a7%e5%84%80%e8%a1%a8flight-instruments/,False
教官來分享— A380降落桃園機場！,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab-a380%e9%99%8d%e8%90%bd%e6%a1%83%e5%9c%92%e6%a9%9f%e5%a0%b4%ef%bc%81/,False
機師面試必考— 飛機起飛的四個力！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e9%9d%a2%e8%a9%a6%e5%bf%85%e8%80%83-%e9%a3%9b%e6%a9%9f%e8%b5%b7%e9%a3%9b%e7%9a%84%e5%9b%9b%e5%80%8b%e5%8a%9b%ef%bc%81/,False
航空新聞— 安捷教練機台東機場機鼻著地！,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%ae%89%e6%8d%b7%e6%95%99%e7%b7%b4%e6%a9%9f%e5%8f%b0%e6%9d%b1%e6%a9%9f%e5%a0%b4%e6%a9%9f%e9%bc%bb%e8%91%97%e5%9c%b0%ef%bc%81/,False
機師考試趣聞— 追夢！中國ARJ研製紀錄片,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e8%bf%bd%e5%a4%a2%ef%bc%81%e4%b8%ad%e5%9c%8barj%e7%a0%94%e8%a3%bd%e7%b4%80%e9%8c%84%e7%89%87/,False
航空新聞— 年輕人當機師現在正夯！,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e%ef%bc%9a%e5%b9%b4%e8%bc%95%e4%ba%ba%e7%95%b6%e6%a9%9f%e5%b8%ab%e7%8f%be%e5%9c%a8%e6%ad%a3%e5%a4%af%ef%bc%81/,False
機師考試小知識：飛機廁所大學問！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98%ef%bc%9a%e9%a3%9b%e6%a9%9f%e5%bb%81%e6%89%80%e5%a4%a7%e5%ad%b8%e5%95%8f%ef%bc%81/,False
機師考試小知識— 飛機的大敵 鳥擊,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e7%9a%84%e5%a4%a7%e6%95%b5-%e9%b3%a5%e6%93%8a/,False
航空新聞— 華航與波音合作全球第一台聯名B777彩繪機今晚,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e8%8f%af%e8%88%aa%e8%88%87%e6%b3%a2%e9%9f%b3%e5%90%88%e4%bd%9c%e5%85%a8%e7%90%83%e7%ac%ac%e4%b8%80%e5%8f%b0%e8%81%af%e5%90%8db777%e5%bd%a9%e7%b9%aa/,False
航空新聞— 台灣史上最大規模！桃園機場第三航站國際競圖,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%8f%b0%e7%81%a3%e5%8f%b2%e4%b8%8a%e6%9c%80%e5%a4%a7%e8%a6%8f%e6%a8%a1%ef%bc%81%e6%a1%83%e5%9c%92%e6%a9%9f%e5%a0%b4%e7%ac%ac%e4%b8%89%e8%88%aa%e7%ab%99/,False
航空新聞— 大鵬航空事故真相曝光,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%a4%a7%e9%b5%ac%e8%88%aa%e7%a9%ba%e4%ba%8b%e6%95%85%e7%9c%9f%e7%9b%b8%e6%9b%9d%e5%85%89/,False
機師考試必知— 如何選擇飛行耳機？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e5%a6%82%e4%bd%95%e9%81%b8%e6%93%87%e9%a3%9b%e8%a1%8c%e8%80%b3%e6%a9%9f%ef%bc%9f/,False
機師考試小知識— 認識A380的設計過程與大事件！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e8%aa%8d%e8%ad%98a380%e7%9a%84%e8%a8%ad%e8%a8%88%e9%81%8e%e7%a8%8b%e8%88%87%e5%a4%a7%e4%ba%8b%e4%bb%b6%ef%bc%81/,False
航空新聞— 世界最大貨機An-225起飛，打造來載太空梭！,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e4%b8%96%e7%95%8c%e6%9c%80%e5%a4%a7%e8%b2%a8%e6%a9%9fan-225%e8%b5%b7%e9%a3%9b%ef%bc%8c%e6%89%93%e9%80%a0%e4%be%86%e8%bc%89%e5%a4%aa%e7%a9%ba%e6%a2%ad/,False
航空新聞— 美軍B-52轟炸機墜關島 7人生還,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e7%be%8e%e8%bb%8db-52%e8%bd%9f%e7%82%b8%e6%a9%9f%e5%a2%9c%e9%97%9c%e5%b3%b6-7%e4%ba%ba%e7%94%9f%e9%82%84/,False
機師考試小知識— 可怕的空間迷向！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e5%8f%af%e6%80%95%e7%9a%84%e7%a9%ba%e9%96%93%e8%bf%b7%e5%90%91%ef%bc%81/,False
航空新聞— 埃及航空客機失事 海面已發現殘骸,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%9f%83%e5%8f%8a%e8%88%aa%e7%a9%ba%e5%ae%a2%e6%a9%9f%e5%a4%b1%e4%ba%8b-%e6%b5%b7%e9%9d%a2%e5%b7%b2%e7%99%bc%e7%8f%be%e6%ae%98%e9%aa%b8/,False
航空新聞— 世界最大飛機首降澳洲 萬人爭睹致交通堵塞,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e4%b8%96%e7%95%8c%e6%9c%80%e5%a4%a7%e9%a3%9b%e6%a9%9f%e9%a6%96%e9%99%8d%e6%be%b3%e6%b4%b2-%e8%90%ac%e4%ba%ba%e7%88%ad%e7%9d%b9%e8%87%b4%e4%ba%a4%e9%80%9a/,False
機師考試必知— 受訓前小叮嚀,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e5%8f%97%e8%a8%93%e5%89%8d%e5%b0%8f%e5%8f%ae%e5%9a%80/,False
航空新聞— 印度廉航險把馬路當跑道降落,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%8d%b0%e5%ba%a6%e5%bb%89%e8%88%aa%e9%9a%aa%e6%8a%8a%e9%a6%ac%e8%b7%af%e7%95%b6%e8%b7%91%e9%81%93%e9%99%8d%e8%90%bd/,False
航空新聞— 全球空難死亡率1400萬分之1,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e5%85%a8%e7%90%83%e7%a9%ba%e9%9b%a3%e6%ad%bb%e4%ba%a1%e7%8e%871400%e8%90%ac%e5%88%86%e4%b9%8b1/,False
航空新聞— Kitty彩繪機 獲全球卓越原創獎,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%b0%8f%e5%ad%b8%e5%a0%82%e2%91%a0%e2%91%a6-%e9%9b%b2%e7%ab%af%e4%b8%8a%e7%9a%84%e7%be%8e%e9%a3%9f/,False
機師考試小知識— CAPS讓學飛變得不危險！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-caps%e8%ae%93%e5%ad%b8%e9%a3%9b%e8%ae%8a%e5%be%97%e4%b8%8d%e5%8d%b1%e9%9a%aa%ef%bc%81/,False
航空新聞— 立榮20年MD-90客機光榮退役,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e7%ab%8b%e6%a6%ae20%e5%b9%b4md-90%e5%ae%a2%e6%a9%9f%e5%85%89%e6%a6%ae%e9%80%80%e5%bd%b9/,False
機師考試小知識— 空廚與空中餐點,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%a9%ba%e5%bb%9a%e8%88%87%e7%a9%ba%e4%b8%ad%e9%a4%90%e9%bb%9e/,False
航空新聞— 3D列印飛機更輕巧更省燃料,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-3d%e5%88%97%e5%8d%b0%e9%a3%9b%e6%a9%9f%e6%9b%b4%e8%bc%95%e5%b7%a7%e6%9b%b4%e7%9c%81%e7%87%83%e6%96%99/,False
航空新聞— 上飛機專注逃生指示能保命,https://flyfttw.com/%e8%88%aa%e7%a9%ba%e6%96%b0%e8%81%9e-%e4%b8%8a%e9%a3%9b%e6%a9%9f%e5%b0%88%e6%b3%a8%e9%80%83%e7%94%9f%e6%8c%87%e7%a4%ba%e8%83%bd%e4%bf%9d%e5%91%bd/,False
機師考試趣聞— 全球最短商業航線，起飛降落47秒！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e8%b6%a3%e8%81%9e-%e5%85%a8%e7%90%83%e6%9c%80%e7%9f%ad%e5%95%86%e6%a5%ad%e8%88%aa%e7%b7%9a%ef%bc%8c%e8%b5%b7%e9%a3%9b%e9%99%8d%e8%90%bd47%e7%a7%92/,False
機師考試必知— 教你如何選擇對的太陽眼鏡！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e6%95%99%e4%bd%a0%e5%a6%82%e4%bd%95%e9%81%b8%e6%93%87%e5%b0%8d%e7%9a%84%e5%a4%aa%e9%99%bd%e7%9c%bc%e9%8f%a1%ef%bc%81/,False
機師考試必知— 學歷不好如何為考試加分？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5%ef%bc%9a%e5%ad%b8%e6%ad%b7%e4%b8%8d%e5%a5%bd%e5%a6%82%e4%bd%95%e7%82%ba%e8%80%83%e8%a9%a6%e5%8a%a0%e5%88%86%ef%bc%9f/,False
機師考試心得— 考上培訓機師只是拿到門票！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97-%e8%80%83%e4%b8%8a%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%8f%aa%e6%98%af%e6%8b%bf%e5%88%b0%e9%96%80%e7%a5%a8%ef%bc%81/,False
機師考試深度談— 自訓該到哪個國家學飛呢？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e6%b7%b1%e5%ba%a6%e8%ab%87-%e8%87%aa%e8%a8%93%e8%a9%b2%e5%88%b0%e5%93%aa%e5%80%8b%e5%9c%8b%e5%ae%b6%e5%ad%b8%e9%a3%9b%e5%91%a2%ef%bc%9f/,False
機師考試必知— 培訓考試十大QA解析！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%85%e7%9f%a5-%e5%9f%b9%e8%a8%93%e8%80%83%e8%a9%a6%e5%8d%81%e5%a4%a7qa%e8%a7%a3%e6%9e%90%ef%bc%81/,False
機師考試心得—《薩利機長》觀後有感,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97-%e3%80%8a%e8%96%a9%e5%88%a9%e6%a9%9f%e9%95%b7%e3%80%8b%e8%a7%80%e5%be%8c%e6%9c%89%e6%84%9f/,False
機師考試小知識— 什麼是目視飛行? 儀表飛行?,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e4%bb%80%e9%ba%bc%e6%98%af%e7%9b%ae%e8%a6%96%e9%a3%9b%e8%a1%8c-%e5%84%80%e8%a1%a8%e9%a3%9b%e8%a1%8c/,False
機師子女考取培訓機師御用品牌！,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e5%ad%90%e5%a5%b3%e8%80%83%e5%8f%96%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e5%be%a1%e7%94%a8%e5%93%81%e7%89%8c%ef%bc%81/,False
機師考試心得— 上千培訓機師夢想中的工作（影片）,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%bf%83%e5%be%97%ef%bc%9a%e5%ad%b8%e9%a3%9b%e8%a9%b2%e6%9c%89%e7%9a%84%e6%85%8b%e5%ba%a6%ef%bc%81-2/,False
培訓機師面試考試密技！,https://flyfttw.com/%e5%9f%b9%e8%a8%93%e6%a9%9f%e5%b8%ab%e9%9d%a2%e8%a9%a6%e8%80%83%e8%a9%a6%e5%af%86%e6%8a%80%ef%bc%81/,False
機師考試小知識— 為何APP能知道飛機的位置？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%82%ba%e4%bd%95app%e8%83%bd%e7%9f%a5%e9%81%93%e9%a3%9b%e6%a9%9f%e7%9a%84%e4%bd%8d%e7%bd%ae%ef%bc%9f/,False
機師考試小知識— 飛機起飛前都做了些什麼呢？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e9%a3%9b%e6%a9%9f%e8%b5%b7%e9%a3%9b%e5%89%8d%e9%83%bd%e5%81%9a%e4%ba%86%e4%ba%9b%e4%bb%80%e9%ba%bc%e5%91%a2%ef%bc%9f/,False
機師考試小知識— 皮托管是什麼？,https://flyfttw.com/%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e5%b0%8f%e7%9f%a5%e8%ad%98-%e7%9a%ae%e6%89%98%e7%ae%a1%e6%98%af%e4%bb%80%e9%ba%bc%ef%bc%9f/,False
教官來分享— 機師考試面試技巧,https://flyfttw.com/%e6%95%99%e5%ae%98%e4%be%86%e5%88%86%e4%ba%ab%ef%bc%9a%e6%a9%9f%e5%b8%ab%e8%80%83%e8%a9%a6%e9%9d%a2%e8%a9%a6%e6%8a%80%e5%b7%a7/,False
